timestamp,Pond_ID,Fish_Species,pH,Temperature,TDS,Turbidity,Distance,Water_Type
2026-07-02T15:57:08.073397,1,Tengra,6.91,23.8,292.1,4.9,1.24,Clear
2026-07-02T15:57:09.073477,1,Tengra,6.89,23.9,293.15,4.93,1.14,Clear
2026-07-02T15:57:10.073566,1,Tengra,6.87,24.1,294.12,4.95,1.27,Clear
2026-07-02T15:57:11.073661,1,Tengra,6.86,24.3,295.03,4.97,1.11,Clear
2026-07-02T15:57:12.073746,1,Tengra,6.84,24.5,295.86,4.99,1.24,Clear
2026-07-02T15:57:13.073834,1,Tengra,6.82,24.7,296.62,5.0,1.28,Clear
2026-07-02T15:57:14.073925,1,Tengra,6.81,24.9,297.31,5.0,1.15,Clear
2026-07-02T15:57:15.074014,1,Tengra,6.79,25.1,297.92,5.0,1.27,Clear
2026-07-02T15:57:16.074109,1,Tengra,6.77,25.3,298.45,4.99,1.23,Clear
2026-07-02T15:57:17.074201,1,Tengra,6.76,25.5,298.91,4.98,1.24,Clear
2026-07-02T15:57:18.074832,1,Tengra,6.74,25.7,299.28,4.97,1.22,Clear
2026-07-02T15:57:19.074920,1,Tengra,6.72,25.9,299.58,4.95,1.13,Clear
2026-07-02T15:57:20.075008,1,Tengra,6.71,26.1,299.8,4.92,1.2,Clear
2026-07-02T15:57:21.075092,1,Tengra,6.69,26.3,299.94,4.89,1.05,Clear
2026-07-02T15:57:22.075180,1,Tengra,6.67,26.5,300.0,4.86,1.22,Clear
2026-07-02T15:57:23.075266,1,Tengra,6.66,26.6,299.98,4.82,1.09,Clear
2026-07-02T15:57:24.075349,1,Tengra,6.64,26.8,299.88,4.77,1.25,Clear
2026-07-02T15:57:25.075432,1,Tengra,6.63,27.0,299.7,4.72,1.09,Clear
2026-07-02T15:57:26.075512,1,Tengra,6.61,27.1,299.44,4.67,1.17,Clear
2026-07-02T15:57:27.075599,1,Tengra,6.6,27.2,299.1,4.62,1.24,Clear
2026-07-02T15:57:28.075685,1,Tengra,6.58,27.4,298.68,4.55,1.23,Clear
2026-07-02T15:57:29.075771,1,Tengra,6.57,27.5,298.18,4.49,1.63,Clear
2026-07-02T15:57:30.075854,1,Tengra,6.55,27.6,297.61,4.42,1.21,Clear
2026-07-02T15:57:31.075935,1,Tengra,6.54,27.7,296.96,4.35,1.24,Clear
2026-07-02T15:57:32.076023,1,Tengra,6.52,27.8,296.24,4.27,1.24,Clear
2026-07-02T15:57:33.076106,1,Tengra,6.51,27.8,295.44,4.19,1.2,Clear
2026-07-02T15:57:34.076186,1,Tengra,6.5,27.9,294.57,4.11,1.06,Clear
2026-07-02T15:57:35.076285,1,Tengra,6.48,27.9,293.62,4.03,1.22,Clear
2026-07-02T15:57:36.076378,1,Tengra,6.47,28.0,292.61,3.94,1.32,Clear
2026-07-02T15:57:37.076467,1,Tengra,6.46,28.0,291.53,3.85,1.3,Clear
2026-07-02T15:57:38.076554,1,Tengra,6.45,28.0,290.38,3.76,1.27,Clear
2026-07-02T15:57:39.076634,1,Tengra,6.43,28.0,289.17,3.67,1.16,Clear
2026-07-02T15:57:40.076716,1,Tengra,6.42,28.0,287.9,3.57,1.16,Clear
2026-07-02T15:57:41.076801,1,Tengra,6.41,27.9,286.56,3.48,1.13,Clear
2026-07-02T15:57:42.076885,1,Tengra,6.4,27.9,285.17,3.38,1.12,Clear
2026-07-02T15:57:43.076967,1,Tengra,6.39,27.8,283.72,3.28,1.14,Clear
2026-07-02T15:57:44.077059,1,Tengra,6.38,27.8,282.22,3.18,1.13,Clear
2026-07-02T15:57:45.077145,1,Tengra,6.37,27.7,280.66,3.08,1.17,Clear
2026-07-02T15:57:46.077235,1,Tengra,6.37,27.6,279.06,2.98,1.21,Clear
2026-07-02T15:57:47.077325,1,Tengra,6.36,27.5,277.41,2.88,1.23,Clear
2026-07-02T15:57:48.077419,1,Tengra,6.35,27.4,275.71,2.78,1.13,Clear
2026-07-02T15:57:49.077510,1,Tengra,6.34,27.2,273.98,2.68,1.13,Clear
2026-07-02T15:57:50.077608,1,Tengra,6.34,27.1,272.2,2.58,1.27,Clear
2026-07-02T15:57:51.077705,1,Tengra,6.33,26.9,270.39,2.49,1.11,Clear
2026-07-02T15:57:52.077796,1,Tengra,6.32,26.8,268.55,2.39,1.24,Clear
2026-07-02T15:57:53.077879,1,Tengra,6.32,26.6,266.68,2.29,1.1,Clear
2026-07-02T15:57:54.077957,1,Tengra,6.32,26.4,264.78,2.2,1.11,Clear
2026-07-02T15:57:55.078043,1,Tengra,6.31,26.3,262.86,2.11,1.08,Clear
2026-07-02T15:57:56.078128,1,Tengra,6.31,26.1,260.91,2.02,1.1,Clear
2026-07-02T15:57:57.078214,1,Tengra,6.31,25.9,258.95,1.94,1.13,Clear
2026-07-02T15:57:58.078305,1,Tengra,6.3,25.7,256.98,1.85,1.29,Clear
2026-07-02T15:57:59.078397,1,Tengra,6.3,25.5,254.99,1.77,1.14,Clear
2026-07-02T15:58:00.078496,1,Tengra,6.3,25.3,253.0,1.7,1.29,Clear
2026-07-02T15:58:01.078591,1,Tengra,6.3,25.1,251.0,1.62,1.27,Clear
2026-07-02T15:58:02.078682,1,Tengra,6.3,24.9,249.0,1.55,1.24,Clear
2026-07-02T15:58:03.078778,1,Tengra,6.3,24.7,247.0,1.48,1.26,Clear
2026-07-02T15:58:04.078871,1,Tengra,6.3,24.5,245.01,1.42,1.29,Clear
2026-07-02T15:58:05.078960,1,Tengra,6.3,24.3,243.02,1.36,1.12,Clear
2026-07-02T15:58:06.079042,1,Tengra,6.31,24.1,241.05,1.31,1.15,Clear
2026-07-02T15:58:07.079124,1,Tengra,6.31,23.9,239.09,1.25,1.21,Clear
