timestamp,Pond_ID,Fish_Species,pH,Temperature,TDS,Turbidity,Distance,Water_Type
2026-07-02T15:45:24.303832,1,Tengra,6.3,25.6,204.81,1.83,0.74,Algae
2026-07-02T15:45:25.303914,1,Tengra,6.3,25.4,203.99,1.75,0.75,Algae
2026-07-02T15:45:26.303995,1,Tengra,6.3,25.2,203.25,1.67,0.68,Algae
2026-07-02T15:45:27.304075,1,Tengra,6.3,25.0,202.58,1.6,0.47,Algae
2026-07-02T15:45:28.304164,1,Tengra,6.3,24.8,201.98,1.53,0.4,Algae
2026-07-02T15:45:29.304255,1,Tengra,6.3,24.6,201.46,1.46,0.71,Algae
2026-07-02T15:45:30.304336,1,Tengra,6.3,24.4,201.02,1.4,0.29,Algae
2026-07-02T15:45:31.304423,1,Tengra,6.3,24.2,200.66,1.34,0.59,Algae
2026-07-02T15:45:32.304505,1,Tengra,6.31,24.1,200.37,1.29,0.2,Algae
2026-07-02T15:45:33.304582,1,Tengra,6.31,23.9,200.17,1.24,0.21,Algae
2026-07-02T15:45:34.304660,1,Tengra,6.31,23.7,200.04,1.2,0.2,Algae
2026-07-02T15:45:35.304747,1,Tengra,6.32,23.5,200.0,1.15,0.21,Algae
2026-07-02T15:45:36.304836,1,Tengra,6.32,23.3,200.04,1.12,0.2,Algae
2026-07-02T15:45:37.304919,1,Tengra,6.33,23.2,200.15,1.09,0.2,Algae
2026-07-02T15:45:38.305005,1,Tengra,6.33,23.0,200.35,1.06,0.2,Algae
2026-07-02T15:45:39.305087,1,Tengra,6.34,22.9,200.62,1.04,0.2,Algae
2026-07-02T15:45:40.305170,1,Tengra,6.34,22.7,200.97,1.02,0.2,Algae
2026-07-02T15:45:41.305270,1,Tengra,6.35,22.6,201.41,1.01,0.2,Algae
2026-07-02T15:45:42.305363,1,Tengra,6.36,22.5,201.92,1.0,0.92,Algae
2026-07-02T15:45:43.305443,1,Tengra,6.37,22.4,202.5,1.0,1.27,Algae
2026-07-02T15:45:44.305523,1,Tengra,6.38,22.3,203.17,1.0,1.23,Algae
2026-07-02T15:45:45.305603,1,Tengra,6.39,22.2,203.9,1.01,1.2,Algae
2026-07-02T15:45:46.305691,1,Tengra,6.39,22.2,204.71,1.02,1.24,Algae
2026-07-02T15:45:47.305773,1,Tengra,6.4,22.1,205.6,1.04,1.25,Algae
2026-07-02T15:45:48.305857,1,Tengra,6.42,22.1,206.55,1.06,1.32,Algae
2026-07-02T15:45:49.305944,1,Tengra,6.43,22.0,207.58,1.09,1.14,Algae
2026-07-02T15:45:50.306030,1,Tengra,6.44,22.0,208.67,1.12,1.1,Algae
2026-07-02T15:45:51.306116,1,Tengra,6.45,22.0,209.83,1.16,1.08,Algae
2026-07-02T15:45:52.306199,1,Tengra,6.46,22.0,211.05,1.2,0.98,Algae
2026-07-02T15:45:53.306280,1,Tengra,6.47,22.0,212.34,1.25,1.04,Algae
